90,2021-01-03,Canada,Ontario,Phishing,Internet,Not Available / non disponible,Other,0,LOW RISK - Approve
91,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
92,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
93,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
94,2021-01-03,Not Specified,Not Specified,Extortion,Internet-social network,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
95,2021-01-03,Canada,Manitoba,Identity Fraud,Other/unknown,20 - 29,Victim,0,LOW RISK - Approve
96,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
97,2021-01-03,Canada,Ontario,Personal Info,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
98,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,1000,LOW RISK - Approve
99,2021-01-03,Canada,Ontario,Phishing,Text message,60 - 69,Attempt,0,LOW RISK - Approve
100,2021-01-03,Canada,Ontario,Extortion,Direct call,60 - 69,Attempt,0,MEDIUM RISK - Escalate
101,2021-01-03,Canada,Ontario,Personal Info,Direct call,50 - 59,Attempt,0,LOW RISK - Approve
102,2021-01-03,Not Specified,Not Specified,Job,Text message,Not Available / non disponible,Victim,10856.3,LOW RISK - Approve
103,2021-01-03,Canada,Ontario,Merchandise,Internet,30 - 39,Attempt,0,LOW RISK - Approve
104,2021-01-03,Canada,Ontario,GRANT,Internet-social network,40 - 49,Attempt,0,LOW RISK - Approve
105,2021-01-03,Canada,Manitoba,Identity Fraud,Other/unknown,20 - 29,Victim,0,LOW RISK - Approve
106,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Victim,0,LOW RISK - Approve
107,2021-01-03,Canada,Ontario,Personal Info,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
108,2021-01-03,Canada,Ontario,Phishing,Text message,60 - 69,Attempt,0,LOW RISK - Approve
109,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,66.35,LOW RISK - Approve
110,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
111,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,60 - 69,Victim,0,LOW RISK - Approve
112,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
113,2021-01-03,Not Specified,Not Specified,Merchandise,Internet-social network,30 - 39,Victim,880,LOW RISK - Approve
114,2021-01-03,Not Specified,Not Specified,Extortion,Internet-social network,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
115,2021-01-03,Canada,Ontario,Service,Internet-social network,20 - 29,Victim,1813.55,LOW RISK - Approve
116,2021-01-03,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
117,2021-01-03,Canada,British Columbia,Phishing,Text message,30 - 39,Attempt,0,LOW RISK - Approve
118,2021-01-03,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
119,2021-01-03,Canada,Saskatchewan,Phishing,Text message,60 - 69,Attempt,0,LOW RISK - Approve
120,2021-01-03,Canada,Ontario,Phishing,Email,Not Available / non disponible,Victim,0,LOW RISK - Approve
121,2021-01-03,Canada,Alberta,Personal Info,Internet-social network,20 - 29,Victim,0,LOW RISK - Approve
122,2021-01-03,Canada,Ontario,Extortion,Email,50 - 59,Attempt,0,MEDIUM RISK - Escalate
123,2021-01-03,Canada,Saskatchewan,Phishing,Text message,60 - 69,Attempt,0,LOW RISK - Approve
124,2021-01-03,Canada,Ontario,Counterfeit Merchandise,Internet-social network,Not Available / non disponible,Victim,348.23,LOW RISK - Approve
125,2021-01-03,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
126,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,10 - 19,Victim,0,LOW RISK - Approve
127,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,40,LOW RISK - Approve
128,2021-01-03,Not Specified,Not Specified,Spear Phishing,Email,70 - 79,Victim,200,MEDIUM RISK - Escalate
129,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
130,2021-01-03,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
131,2021-01-03,Not Specified,Not Specified,Prize,Internet-social network,Not Available / non disponible,Victim,0,LOW RISK - Approve
132,2021-01-03,Not Specified,Not Specified,Service,Internet,Not Available / non disponible,Victim,2000,LOW RISK - Approve
133,2021-01-03,Canada,Quebec,Prize,Email,40 - 49,Victim,0,LOW RISK - Approve
134,2021-01-03,Canada,Ontario,Merchandise,Internet-social network,20 - 29,Victim,200,LOW RISK - Approve
135,2021-01-03,Not Specified,Not Specified,Job,Internet-social network,Not Available / non disponible,Attempt,0,LOW RISK - Approve
136,2021-01-03,Not Specified,Not Specified,Vendor Fraud,Internet,Not Available / non disponible,Victim,1360,LOW RISK - Approve
137,2021-01-03,Not Specified,Not Specified,Pyramid,Internet-social network,Not Available / non disponible,Attempt,0,LOW RISK - Approve
138,2021-01-03,Canada,Quebec,Unknown,Other/unknown,Not Available / non disponible,Other,0,LOW RISK - Approve
139,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
140,2021-01-03,"Venezuela, Bolivarian Republic of",Not Specified,Service,Email,50 - 59,Attempt,0,LOW RISK - Approve
141,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
142,2021-01-03,Not Specified,Not Specified,Charity / Donation,Internet-social network,Not Available / non disponible,Victim,60,LOW RISK - Approve
143,2021-01-03,Canada,Quebec,Phishing,Text message,40 - 49,Attempt,0,LOW RISK - Approve
144,2021-01-03,Canada,Saskatchewan,Personal Info,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
145,2021-01-03,Canada,Ontario,Vendor Fraud,Internet-social network,Not Available / non disponible,Victim,2533.65,LOW RISK - Approve
146,2021-01-03,Canada,Ontario,Merchandise,Internet,20 - 29,Victim,110.56,LOW RISK - Approve
147,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,60 - 69,Victim,0,LOW RISK - Approve
148,2021-01-03,Canada,Alberta,Collection Agency,Mail,30 - 39,Attempt,0,LOW RISK - Approve
149,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,60 - 69,Victim,0,LOW RISK - Approve
150,2021-01-03,Not Specified,Not Specified,Unknown,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
151,2021-01-03,Canada,Alberta,Unknown,Other/unknown,30 - 39,Attempt,0,LOW RISK - Approve
152,2021-01-03,Canada,Ontario,Vendor Fraud,Internet,20 - 29,Victim,3000,LOW RISK - Approve
153,2021-01-03,Canada,Ontario,Phishing,Email,40 - 49,Attempt,0,LOW RISK - Approve
154,2021-01-03,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
155,2021-01-03,Canada,Ontario,Unknown,Other/unknown,50 - 59,Attempt,0,LOW RISK - Approve
156,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
157,2021-01-04,Not Specified,Not Specified,Phishing,Mail,Not Available / non disponible,Attempt,0,LOW RISK - Approve
158,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,20 - 29,Victim,0,LOW RISK - Approve
159,2021-01-04,Canada,Saskatchewan,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
160,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
161,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
162,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
163,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
164,2021-01-04,Canada,Ontario,Unknown,Direct call,40 - 49,Other,0,LOW RISK - Approve
165,2021-01-04,Canada,Ontario,Other,Text message,30 - 39,Attempt,0,LOW RISK - Approve
166,2021-01-04,Canada,New Brunswick,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
167,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
168,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
169,2021-01-04,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
170,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
171,2021-01-04,Canada,Ontario,Extortion,Direct call,30 - 39,Attempt,0,MEDIUM RISK - Escalate
172,2021-01-04,Canada,Alberta,Service,Direct call,60 - 69,Attempt,0,LOW RISK - Approve
173,2021-01-04,Canada,Ontario,Incomplete,Direct call,30 - 39,Attempt,0,LOW RISK - Approve
174,2021-01-04,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
175,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
176,2021-01-04,Not Specified,Not Specified,Phishing,Internet,Not Available / non disponible,Attempt,0,LOW RISK - Approve
177,2021-01-04,Not Specified,Not Specified,Vendor Fraud,Internet,Not Available / non disponible,Attempt,0,LOW RISK - Approve
178,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
179,2021-01-04,Canada,British Columbia,Phishing,Text message,50 - 59,Attempt,0,LOW RISK - Approve
180,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,10 - 19,Victim,0,LOW RISK - Approve
181,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
182,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
183,2021-01-04,Canada,British Columbia,Other,Text message,20 - 29,Attempt,0,LOW RISK - Approve
184,2021-01-04,Not Specified,Not Specified,Investments,Email,Not Available / non disponible,Victim,9000,MEDIUM RISK - Escalate
185,2021-01-04,Canada,Ontario,Merchandise,Internet,20 - 29,Victim,10000,LOW RISK - Approve
186,2021-01-04,Canada,Quebec,Counterfeit Merchandise,Internet,Not Available / non disponible,Victim,2929.85,LOW RISK - Approve
187,2021-01-04,Canada,Saskatchewan,Extortion,Internet-social network,70 - 79,Victim,3000,MEDIUM RISK - Escalate
188,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
189,2021-01-04,Canada,Ontario,Other,Other/unknown,Not Available / non disponible,Attempt,0,LOW RISK - Approve
190,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
191,2021-01-04,Not Specified,Not Specified,Other,Other/unknown,Not Available / non disponible,Attempt,0,LOW RISK - Approve
192,2021-01-04,Canada,New Brunswick,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
193,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
194,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
195,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
196,2021-01-04,Canada,Quebec,Investments,Door to door/in person,20 - 29,Victim,4081.2,LOW RISK - Approve
197,2021-01-04,Canada,Ontario,Extortion,Email,40 - 49,Victim,0,MEDIUM RISK - Escalate
198,2021-01-04,Canada,Quebec,Other,Other/unknown,20 - 29,Other,0,LOW RISK - Approve
199,2021-01-04,Canada,Nova Scotia,Bank Investigator,Direct call,60 - 69,Victim,77500,HIGH RISK - Block
200,2021-01-04,Canada,Quebec,Personal Info,Direct call,Not Available / non disponible,Attempt,0,LOW RISK - Approve
201,2021-01-04,Not Specified,Not Specified,Personal Info,Direct call,Not Available / non disponible,Attempt,0,LOW RISK - Approve
202,2021-01-04,Canada,Ontario,Identity Fraud,Email,40 - 49,Victim,0,LOW RISK - Approve
203,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
204,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
205,2021-01-04,Not Specified,Not Specified,Merchandise,Internet,20 - 29,Attempt,0,LOW RISK - Approve
206,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,70 - 79,Victim,0,LOW RISK - Approve
207,2021-01-04,Canada,Ontario,Service,Direct call,60 - 69,Attempt,0,LOW RISK - Approve
208,2021-01-04,Canada,Nova Scotia,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
209,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Victim,0,LOW RISK - Approve
210,2021-01-04,Not Specified,Not Specified,Job,Email,Not Available / non disponible,Attempt,0,LOW RISK - Approve
211,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
212,2021-01-04,Canada,Ontario,Other,Door to door/in person,60 - 69,Attempt,0,LOW RISK - Approve
213,2021-01-04,Canada,Quebec,Spear Phishing,Email,60 - 69,Attempt,0,MEDIUM RISK - Escalate
214,2021-01-04,Canada,Ontario,Romance,Internet-social network,10 - 19,Victim,596.37,MEDIUM RISK - Escalate
215,2021-01-04,Not Specified,Not Specified,Job,Email,Not Available / non disponible,Attempt,0,LOW RISK - Approve
216,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
217,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
218,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
219,2021-01-04,Canada,Ontario,Personal Info,Direct call,Not Available / non disponible,Attempt,0,LOW RISK - Approve
220,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
221,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
222,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0,LOW RISK - Approve
223,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
224,2021-01-04,Canada,Ontario,Extortion,Direct call,20 - 29,Attempt,0,MEDIUM RISK - Escalate
225,2021-01-04,Canada,Ontario,Personal Info,Direct call,60 - 69,Victim,0,LOW RISK - Approve
226,2021-01-04,Canada,Nova Scotia,Identity Fraud,Other/unknown,20 - 29,Victim,0,LOW RISK - Approve
227,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
228,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
229,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
230,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Victim,0,MEDIUM RISK - Escalate
231,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
232,2021-01-04,Not Specified,Not Specified,Merchandise,Internet-social network,Not Available / non disponible,Victim,1000,LOW RISK - Approve
233,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
234,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
235,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,30 - 39,Victim,0,LOW RISK - Approve
236,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0,MEDIUM RISK - Escalate
237,2021-01-04,Canada,British Columbia,Personal Info,Direct call,40 - 49,Attempt,0,LOW RISK - Approve
238,2021-01-04,Canada,British Columbia,Unknown,Direct call,60 - 69,Other,0,LOW RISK - Approve
239,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,50 - 59,Victim,0,LOW RISK - Approve
240,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0,LOW RISK - Approve
241,2021-01-04,Canada,Quebec,Counterfeit Merchandise,Internet,40 - 49,Victim,49.17,LOW RISK - Approve
242,2021-01-04,Not Specified,Not Specified,Phishing,Email,Not Available / non disponible,Attempt,0,LOW RISK - Approve
243,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0,LOW RISK - Approve
244,2021-01-04,Canada,Quebec,"Emergency (Jail, Accident, Hospital, Help)",Email,60 - 69,Victim,1500,LOW RISK - Approve
245,2021-01-04,Canada,Ontario,Merchandise,Internet-social network,50 - 59,Victim,164.76,LOW RISK - Approve
246,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,20 - 29,Victim,0,LOW RISK - Approve
