27,2021-01-02,Canada,British Columbia,Merchandise,Internet,30 - 39,Victim,95.4
28,2021-01-02,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
29,2021-01-02,Canada,Alberta,Identity Fraud,Other/unknown,50 - 59,Victim,0
30,2021-01-02,Canada,Quebec,Merchandise,Internet,20 - 29,Victim,97.34
31,2021-01-02,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
32,2021-01-02,Canada,Quebec,Phishing,Email,60 - 69,Attempt,0
33,2021-01-02,Canada,Quebec,Phishing,Text message,40 - 49,Victim,0
34,2021-01-02,Not Specified,Not Specified,Other,Internet,Not Available / non disponible,Other,0
35,2021-01-02,Canada,British Columbia,Vendor Fraud,Text message,10 - 19,Victim,300
36,2021-01-02,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,269.17
37,2021-01-02,Canada,Ontario,Phishing,Email,20 - 29,Victim,0
38,2021-01-02,Canada,Ontario,Other,Direct call,70 - 79,Attempt,0
39,2021-01-02,Canada,British Columbia,Identity Fraud,Other/unknown,70 - 79,Victim,0
40,2021-01-02,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
41,2021-01-02,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,1000
42,2021-01-02,Canada,Saskatchewan,Merchandise,Other/unknown,Not Available / non disponible,Attempt,0
43,2021-01-02,Canada,Ontario,Phishing,Text message,30 - 39,Attempt,0
44,2021-01-02,Canada,Saskatchewan,Phishing,Email,30 - 39,Victim,0
45,2021-01-02,Not Specified,Not Specified,Romance,Door to door/in person,Not Available / non disponible,Victim,400
46,2021-01-02,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,1000
47,2021-01-02,Not Specified,Not Specified,Merchandise,Internet-social network,Not Available / non disponible,Victim,75.48
48,2021-01-02,Not Specified,Not Specified,Other,Other/unknown,Not Available / non disponible,Other,0
49,2021-01-02,Spain,Not Specified,Counterfeit Merchandise,Internet,20 - 29,Victim,439.94
50,2021-01-02,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Victim,0
51,2021-01-02,Not Specified,Not Specified,Romance,Internet-social network,Not Available / non disponible,Victim,0
52,2021-01-02,Canada,Alberta,Merchandise,Internet,20 - 29,Victim,50
53,2021-01-02,Canada,British Columbia,Vendor Fraud,Internet,30 - 39,Attempt,0
54,2021-01-02,Canada,Ontario,Merchandise,Internet,30 - 39,Victim,640
55,2021-01-02,Canada,Alberta,Merchandise,Internet,Not Available / non disponible,Victim,66.28
56,2021-01-02,Canada,British Columbia,Job,Internet-social network,20 - 29,Victim,24466.34
57,2021-01-02,Canada,Alberta,Identity Fraud,Other/unknown,20 - 29,Victim,0
58,2021-01-02,Canada,Alberta,Extortion,Internet-social network,40 - 49,Victim,24000
59,2021-01-02,Not Specified,Not Specified,Personal Info,Internet,Not Available / non disponible,Victim,0
60,2021-01-02,Canada,Ontario,Prize,Direct call,60 - 69,Attempt,0
61,2021-01-02,Not Specified,Not Specified,Job,Text message,Not Available / non disponible,Attempt,0
62,2021-01-02,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
63,2021-01-02,Canada,Manitoba,Phishing,Text message,60 - 69,Victim,0
64,2021-01-02,Canada,Prince Edward Island,Merchandise,Internet,30 - 39,Victim,11000
65,2021-01-02,Not Specified,Not Specified,Romance,Other/unknown,Not Available / non disponible,Victim,298
66,2021-01-02,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
67,2021-01-02,Canada,Quebec,Spear Phishing,Email,30 - 39,Attempt,0
68,2021-01-02,Canada,British Columbia,Identity Fraud,Other/unknown,50 - 59,Victim,0
69,2021-01-02,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
70,2021-01-02,Canada,Quebec,"Emergency (Jail, Accident, Hospital, Help)",Email,50 - 59,Victim,700
71,2021-01-02,Not Specified,Not Specified,Extortion,Door to door/in person,Not Available / non disponible,Victim,180
72,2021-01-02,Not Specified,Not Specified,Phishing,Email,Not Available / non disponible,Attempt,0
73,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,10 - 19,Victim,0
74,2021-01-03,Canada,British Columbia,Phishing,Email,40 - 49,Victim,0
75,2021-01-03,Not Specified,Not Specified,Extortion,Internet-social network,Not Available / non disponible,Attempt,0
76,2021-01-03,Canada,Quebec,Phishing,Text message,30 - 39,Attempt,0
77,2021-01-03,Not Specified,Not Specified,Extortion,Video Call,Not Available / non disponible,Attempt,0
78,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
79,2021-01-03,Canada,Alberta,Extortion,Email,40 - 49,Victim,0
80,2021-01-03,Canada,British Columbia,Phishing,Text message,20 - 29,Attempt,0
81,2021-01-03,Not Specified,Not Specified,Phishing,Text message,30 - 39,Victim,0
82,2021-01-03,Not Specified,Not Specified,Personal Info,Internet,Not Available / non disponible,Victim,0
83,2021-01-03,Canada,Quebec,Phishing,Internet,50 - 59,Victim,0
84,2021-01-03,Not Specified,Not Specified,Job,Text message,Not Available / non disponible,Attempt,0
85,2021-01-03,Not Specified,Not Specified,Identity Fraud,Other/unknown,20 - 29,Victim,0
86,2021-01-03,Canada,Ontario,Phishing,Text message,Not Available / non disponible,Attempt,0
87,2021-01-03,Not Specified,Not Specified,Extortion,Email,Not Available / non disponible,Victim,0
88,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
89,2021-01-03,Not Specified,Not Specified,Extortion,Email,Not Available / non disponible,Victim,0
90,2021-01-03,Canada,Ontario,Phishing,Internet,Not Available / non disponible,Other,0
91,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
92,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
93,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
94,2021-01-03,Not Specified,Not Specified,Extortion,Internet-social network,Not Available / non disponible,Attempt,0
95,2021-01-03,Canada,Manitoba,Identity Fraud,Other/unknown,20 - 29,Victim,0
96,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
97,2021-01-03,Canada,Ontario,Personal Info,Other/unknown,Not Available / non disponible,Victim,0
98,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,1000
99,2021-01-03,Canada,Ontario,Phishing,Text message,60 - 69,Attempt,0
100,2021-01-03,Canada,Ontario,Extortion,Direct call,60 - 69,Attempt,0
101,2021-01-03,Canada,Ontario,Personal Info,Direct call,50 - 59,Attempt,0
102,2021-01-03,Not Specified,Not Specified,Job,Text message,Not Available / non disponible,Victim,10856.3
103,2021-01-03,Canada,Ontario,Merchandise,Internet,30 - 39,Attempt,0
104,2021-01-03,Canada,Ontario,GRANT,Internet-social network,40 - 49,Attempt,0
105,2021-01-03,Canada,Manitoba,Identity Fraud,Other/unknown,20 - 29,Victim,0
106,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Victim,0
107,2021-01-03,Canada,Ontario,Personal Info,Other/unknown,40 - 49,Victim,0
108,2021-01-03,Canada,Ontario,Phishing,Text message,60 - 69,Attempt,0
109,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,66.35
110,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
111,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,60 - 69,Victim,0
112,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,50 - 59,Victim,0
113,2021-01-03,Not Specified,Not Specified,Merchandise,Internet-social network,30 - 39,Victim,880
114,2021-01-03,Not Specified,Not Specified,Extortion,Internet-social network,Not Available / non disponible,Attempt,0
115,2021-01-03,Canada,Ontario,Service,Internet-social network,20 - 29,Victim,1813.55
116,2021-01-03,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0
117,2021-01-03,Canada,British Columbia,Phishing,Text message,30 - 39,Attempt,0
118,2021-01-03,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
119,2021-01-03,Canada,Saskatchewan,Phishing,Text message,60 - 69,Attempt,0
120,2021-01-03,Canada,Ontario,Phishing,Email,Not Available / non disponible,Victim,0
121,2021-01-03,Canada,Alberta,Personal Info,Internet-social network,20 - 29,Victim,0
122,2021-01-03,Canada,Ontario,Extortion,Email,50 - 59,Attempt,0
123,2021-01-03,Canada,Saskatchewan,Phishing,Text message,60 - 69,Attempt,0
124,2021-01-03,Canada,Ontario,Counterfeit Merchandise,Internet-social network,Not Available / non disponible,Victim,348.23
125,2021-01-03,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
126,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,10 - 19,Victim,0
127,2021-01-03,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,40
128,2021-01-03,Not Specified,Not Specified,Spear Phishing,Email,70 - 79,Victim,200
129,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
130,2021-01-03,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
131,2021-01-03,Not Specified,Not Specified,Prize,Internet-social network,Not Available / non disponible,Victim,0
132,2021-01-03,Not Specified,Not Specified,Service,Internet,Not Available / non disponible,Victim,2000
133,2021-01-03,Canada,Quebec,Prize,Email,40 - 49,Victim,0
134,2021-01-03,Canada,Ontario,Merchandise,Internet-social network,20 - 29,Victim,200
135,2021-01-03,Not Specified,Not Specified,Job,Internet-social network,Not Available / non disponible,Attempt,0
136,2021-01-03,Not Specified,Not Specified,Vendor Fraud,Internet,Not Available / non disponible,Victim,1360
137,2021-01-03,Not Specified,Not Specified,Pyramid,Internet-social network,Not Available / non disponible,Attempt,0
138,2021-01-03,Canada,Quebec,Unknown,Other/unknown,Not Available / non disponible,Other,0
139,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
140,2021-01-03,"Venezuela, Bolivarian Republic of",Not Specified,Service,Email,50 - 59,Attempt,0
141,2021-01-03,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
142,2021-01-03,Not Specified,Not Specified,Charity / Donation,Internet-social network,Not Available / non disponible,Victim,60
143,2021-01-03,Canada,Quebec,Phishing,Text message,40 - 49,Attempt,0
144,2021-01-03,Canada,Saskatchewan,Personal Info,Other/unknown,Not Available / non disponible,Victim,0
145,2021-01-03,Canada,Ontario,Vendor Fraud,Internet-social network,Not Available / non disponible,Victim,2533.65
146,2021-01-03,Canada,Ontario,Merchandise,Internet,20 - 29,Victim,110.56
147,2021-01-03,Canada,Ontario,Identity Fraud,Other/unknown,60 - 69,Victim,0
148,2021-01-03,Canada,Alberta,Collection Agency,Mail,30 - 39,Attempt,0
149,2021-01-03,Canada,Quebec,Identity Fraud,Other/unknown,60 - 69,Victim,0
150,2021-01-03,Not Specified,Not Specified,Unknown,Other/unknown,Not Available / non disponible,Victim,0
151,2021-01-03,Canada,Alberta,Unknown,Other/unknown,30 - 39,Attempt,0
152,2021-01-03,Canada,Ontario,Vendor Fraud,Internet,20 - 29,Victim,3000
153,2021-01-03,Canada,Ontario,Phishing,Email,40 - 49,Attempt,0
154,2021-01-03,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0
155,2021-01-03,Canada,Ontario,Unknown,Other/unknown,50 - 59,Attempt,0
156,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
157,2021-01-04,Not Specified,Not Specified,Phishing,Mail,Not Available / non disponible,Attempt,0
158,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,20 - 29,Victim,0
159,2021-01-04,Canada,Saskatchewan,Identity Fraud,Other/unknown,30 - 39,Victim,0
160,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
161,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
162,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,40 - 49,Victim,0
163,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
164,2021-01-04,Canada,Ontario,Unknown,Direct call,40 - 49,Other,0
165,2021-01-04,Canada,Ontario,Other,Text message,30 - 39,Attempt,0
166,2021-01-04,Canada,New Brunswick,Phishing,Text message,Not Available / non disponible,Attempt,0
167,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
168,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,30 - 39,Victim,0
169,2021-01-04,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0
170,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,50 - 59,Victim,0
171,2021-01-04,Canada,Ontario,Extortion,Direct call,30 - 39,Attempt,0
172,2021-01-04,Canada,Alberta,Service,Direct call,60 - 69,Attempt,0
173,2021-01-04,Canada,Ontario,Incomplete,Direct call,30 - 39,Attempt,0
174,2021-01-04,Canada,Alberta,Personal Info,Other/unknown,40 - 49,Victim,0
175,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0
176,2021-01-04,Not Specified,Not Specified,Phishing,Internet,Not Available / non disponible,Attempt,0
177,2021-01-04,Not Specified,Not Specified,Vendor Fraud,Internet,Not Available / non disponible,Attempt,0
178,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,40 - 49,Victim,0
179,2021-01-04,Canada,British Columbia,Phishing,Text message,50 - 59,Attempt,0
180,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,10 - 19,Victim,0
181,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,40 - 49,Victim,0
182,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,40 - 49,Victim,0
183,2021-01-04,Canada,British Columbia,Other,Text message,20 - 29,Attempt,0
184,2021-01-04,Not Specified,Not Specified,Investments,Email,Not Available / non disponible,Victim,9000
185,2021-01-04,Canada,Ontario,Merchandise,Internet,20 - 29,Victim,10000
186,2021-01-04,Canada,Quebec,Counterfeit Merchandise,Internet,Not Available / non disponible,Victim,2929.85
187,2021-01-04,Canada,Saskatchewan,Extortion,Internet-social network,70 - 79,Victim,3000
188,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,30 - 39,Victim,0
189,2021-01-04,Canada,Ontario,Other,Other/unknown,Not Available / non disponible,Attempt,0
190,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,40 - 49,Victim,0
191,2021-01-04,Not Specified,Not Specified,Other,Other/unknown,Not Available / non disponible,Attempt,0
192,2021-01-04,Canada,New Brunswick,Identity Fraud,Other/unknown,50 - 59,Victim,0
193,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
194,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0
195,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0
196,2021-01-04,Canada,Quebec,Investments,Door to door/in person,20 - 29,Victim,4081.2
197,2021-01-04,Canada,Ontario,Extortion,Email,40 - 49,Victim,0
198,2021-01-04,Canada,Quebec,Other,Other/unknown,20 - 29,Other,0
199,2021-01-04,Canada,Nova Scotia,Bank Investigator,Direct call,60 - 69,Victim,77500
200,2021-01-04,Canada,Quebec,Personal Info,Direct call,Not Available / non disponible,Attempt,0
201,2021-01-04,Not Specified,Not Specified,Personal Info,Direct call,Not Available / non disponible,Attempt,0
202,2021-01-04,Canada,Ontario,Identity Fraud,Email,40 - 49,Victim,0
203,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
204,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
205,2021-01-04,Not Specified,Not Specified,Merchandise,Internet,20 - 29,Attempt,0
206,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,70 - 79,Victim,0
207,2021-01-04,Canada,Ontario,Service,Direct call,60 - 69,Attempt,0
208,2021-01-04,Canada,Nova Scotia,Extortion,Direct call,Not Available / non disponible,Attempt,0
209,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Victim,0
210,2021-01-04,Not Specified,Not Specified,Job,Email,Not Available / non disponible,Attempt,0
211,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
212,2021-01-04,Canada,Ontario,Other,Door to door/in person,60 - 69,Attempt,0
213,2021-01-04,Canada,Quebec,Spear Phishing,Email,60 - 69,Attempt,0
214,2021-01-04,Canada,Ontario,Romance,Internet-social network,10 - 19,Victim,596.37
215,2021-01-04,Not Specified,Not Specified,Job,Email,Not Available / non disponible,Attempt,0
216,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
217,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
218,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
219,2021-01-04,Canada,Ontario,Personal Info,Direct call,Not Available / non disponible,Attempt,0
220,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
221,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
222,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
223,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
224,2021-01-04,Canada,Ontario,Extortion,Direct call,20 - 29,Attempt,0
225,2021-01-04,Canada,Ontario,Personal Info,Direct call,60 - 69,Victim,0
226,2021-01-04,Canada,Nova Scotia,Identity Fraud,Other/unknown,20 - 29,Victim,0
227,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
228,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0
229,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
230,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Victim,0
231,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
232,2021-01-04,Not Specified,Not Specified,Merchandise,Internet-social network,Not Available / non disponible,Victim,1000
233,2021-01-04,Canada,Alberta,Identity Fraud,Other/unknown,30 - 39,Victim,0
234,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
235,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,30 - 39,Victim,0
236,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
237,2021-01-04,Canada,British Columbia,Personal Info,Direct call,40 - 49,Attempt,0
238,2021-01-04,Canada,British Columbia,Unknown,Direct call,60 - 69,Other,0
239,2021-01-04,Canada,British Columbia,Identity Fraud,Other/unknown,50 - 59,Victim,0
240,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
241,2021-01-04,Canada,Quebec,Counterfeit Merchandise,Internet,40 - 49,Victim,49.17
242,2021-01-04,Not Specified,Not Specified,Phishing,Email,Not Available / non disponible,Attempt,0
243,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
244,2021-01-04,Canada,Quebec,"Emergency (Jail, Accident, Hospital, Help)",Email,60 - 69,Victim,1500
245,2021-01-04,Canada,Ontario,Merchandise,Internet-social network,50 - 59,Victim,164.76
246,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,20 - 29,Victim,0
247,2021-01-04,Canada,Ontario,Extortion,Direct call,50 - 59,Attempt,0
248,2021-01-04,Canada,British Columbia,Merchandise,Internet-social network,Not Available / non disponible,Victim,430
249,2021-01-04,Not Specified,Not Specified,Unknown,Direct call,Not Available / non disponible,Attempt,0
250,2021-01-04,Not Specified,Not Specified,Investments,Internet-social network,Not Available / non disponible,Victim,6000
251,2021-01-04,Canada,Ontario,Personal Info,Door to door/in person,60 - 69,Victim,0
252,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,50 - 59,Victim,0
253,2021-01-04,Not Specified,Not Specified,Prize,Direct call,Not Available / non disponible,Attempt,0
254,2021-01-04,Not Specified,Not Specified,Bank Investigator,Direct call,Not Available / non disponible,Attempt,0
255,2021-01-04,Canada,Quebec,Prize,Direct call,60 - 69,Attempt,0
256,2021-01-04,Canada,British Columbia,Personal Info,Internet,Not Available / non disponible,Attempt,0
257,2021-01-04,Canada,Ontario,Service,Direct call,70 - 79,Attempt,0
258,2021-01-04,Canada,Ontario,Merchandise,Internet-social network,20 - 29,Victim,150
259,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0
260,2021-01-04,Canada,Ontario,Phishing,Email,70 - 79,Attempt,0
261,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,40 - 49,Victim,0
262,2021-01-04,Canada,Manitoba,Extortion,Direct call,Not Available / non disponible,Victim,0
263,2021-01-04,Not Specified,Not Specified,Personal Info,Direct call,Not Available / non disponible,Attempt,0
264,2021-01-04,Not Specified,Not Specified,Romance,Internet-social network,Not Available / non disponible,Attempt,0
265,2021-01-04,Canada,Saskatchewan,Vendor Fraud,Text message,Not Available / non disponible,Victim,1000
266,2021-01-04,Canada,Ontario,Merchandise,Direct call,20 - 29,Attempt,0
267,2021-01-04,Canada,Ontario,Personal Info,Direct call,50 - 59,Attempt,0
268,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
269,2021-01-04,Not Specified,Not Specified,Phishing,Email,Not Available / non disponible,Attempt,0
270,2021-01-04,Not Specified,Not Specified,Phishing,Text message,Not Available / non disponible,Attempt,0
271,2021-01-04,Canada,Ontario,Vendor Fraud,Internet,20 - 29,Victim,850
272,2021-01-04,Canada,Saskatchewan,Personal Info,Other/unknown,Not Available / non disponible,Attempt,0
273,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,30 - 39,Victim,0
274,2021-01-04,Canada,Ontario,Merchandise,Internet-social network,40 - 49,Victim,150
275,2021-01-04,Canada,Ontario,Extortion,Direct call,Not Available / non disponible,Attempt,0
276,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
277,2021-01-04,Canada,Quebec,Vendor Fraud,Email,50 - 59,Victim,46
278,2021-01-04,Canada,Alberta,Service,Internet,50 - 59,Victim,0
279,2021-01-04,Canada,Ontario,Personal Info,Direct call,30 - 39,Attempt,0
280,2021-01-04,Canada,British Columbia,Extortion,Direct call,80 - 89,Attempt,0
281,2021-01-04,Not Specified,Not Specified,Extortion,Other/unknown,Not Available / non disponible,Victim,0
282,2021-01-04,Canada,British Columbia,Merchandise,Internet,30 - 39,Attempt,0
283,2021-01-04,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,800
284,2021-01-04,Canada,Ontario,Bank Investigator,Direct call,50 - 59,Victim,321400
285,2021-01-04,Not Specified,Not Specified,Job,Internet-social network,Not Available / non disponible,Victim,0
286,2021-01-04,Not Specified,Not Specified,Merchandise,Internet,Not Available / non disponible,Victim,113.65
287,2021-01-04,Canada,Ontario,Service,Internet-social network,50 - 59,Victim,461.47
288,2021-01-04,Not Specified,Not Specified,Job,Direct call,Not Available / non disponible,Attempt,0
289,2021-01-04,Canada,Ontario,Other,Internet-social network,40 - 49,Attempt,0
290,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,30 - 39,Victim,0
291,2021-01-04,Not Specified,Not Specified,Job,Direct call,Not Available / non disponible,Victim,4300
292,2021-01-04,Canada,Saskatchewan,Service,Mail,50 - 59,Victim,1223.67
293,2021-01-04,Canada,Ontario,Investments,Internet-social network,30 - 39,Victim,397827.73
294,2021-01-04,Canada,New Brunswick,Identity Fraud,Other/unknown,30 - 39,Victim,0
295,2021-01-04,Not Specified,Not Specified,Merchandise,Other/unknown,Not Available / non disponible,Attempt,0
296,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
297,2021-01-04,Canada,Quebec,Phishing,Text message,30 - 39,Attempt,0
298,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,30 - 39,Victim,0
299,2021-01-04,Canada,Nova Scotia,Identity Fraud,Internet,30 - 39,Victim,0
300,2021-01-04,Not Specified,Not Specified,Extortion,Direct call,Not Available / non disponible,Attempt,0
301,2021-01-04,Canada,Alberta,Spear Phishing,Email,Not Available / non disponible,Attempt,0
302,2021-01-04,Canada,Ontario,Merchandise,Internet-social network,60 - 69,Victim,42.35
303,2021-01-04,Canada,Ontario,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
304,2021-01-04,Not Specified,Not Specified,Identity Fraud,Other/unknown,Not Available / non disponible,Victim,0
305,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,40 - 49,Victim,0
306,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,20 - 29,Victim,0
307,2021-01-04,Canada,Quebec,Identity Fraud,Other/unknown,10 - 19,Victim,0
308,2021-01-04,Canada,Ontario,Extortion,Direct call,Not Available / non disponible,Attempt,0
309,2021-01-04,Canada,Manitoba,Other,Door to door/in person,Not Available / non disponible,Victim,0
